date,n,앵커,핵심,위성,최대단일,직전이벤트,이벤트,구조성분,드리프트성분
2020-07-06,3,0.6519187491804603,0.0,0.3480812508195398,0.3480812508195398,2020-07-02,,0.2666666666666666,-0.014747917486206297
2020-07-07,3,0.6517831322681529,0.0,0.34821686773184707,0.34821686773184707,2020-07-02,,0.2666666666666666,-0.014883534398513754
2020-07-08,3,0.6367640029849664,0.0,0.36323599701503356,0.36323599701503356,2020-07-02,,0.2666666666666666,-0.029902663681700248
2020-07-09,3,0.631232713292067,0.0,0.3687672867079331,0.3687672867079331,2020-07-02,,0.2666666666666666,-0.03543395337459965
2020-07-10,3,0.6263878290035019,0.0,0.37361217099649807,0.37361217099649807,2020-07-02,,0.2666666666666666,-0.04027883766316476
2020-07-13,3,0.6215697593848752,0.0,0.37843024061512476,0.37843024061512476,2020-07-02,,0.2666666666666666,-0.04509690728179139
2020-07-14,3,0.6142672959729467,0.0,0.38573270402705334,0.38573270402705334,2020-07-02,,0.2666666666666666,-0.052399370693719916
2020-07-15,3,0.6189817056944154,0.0,0.3810182943055846,0.3810182943055846,2020-07-02,,0.2666666666666666,-0.04768496097225128
2020-07-16,3,0.6225691122993195,0.0,0.3774308877006805,0.3774308877006805,2020-07-02,,0.2666666666666666,-0.04409755436734708
2020-07-17,3,0.6013473721654008,0.0,0.39865262783459926,0.39865262783459926,2020-07-02,,0.2666666666666666,-0.06531929450126583
2020-07-20,3,0.6048360700256337,0.0,0.3951639299743664,0.3951639299743664,2020-07-02,,0.2666666666666666,-0.061830596641032964
2020-07-21,3,0.574065792967179,0.0,0.4259342070328211,0.4259342070328211,2020-07-02,,0.2666666666666666,-0.09260087369948766
2020-07-22,3,0.5649000125518231,0.0,0.4350999874481769,0.4350999874481769,2020-07-02,,0.2666666666666666,-0.10176665411484354
2020-07-23,3,0.5549277428119758,0.0,0.4450722571880243,0.4450722571880243,2020-07-02,,0.2666666666666666,-0.11173892385469086
2020-07-24,3,0.5549709413032665,0.0,0.4450290586967335,0.4450290586967335,2020-07-02,,0.2666666666666666,-0.11169572536340011
2020-07-27,3,0.550745936600928,0.0,0.449254063399072,0.449254063399072,2020-07-02,,0.2666666666666666,-0.11592073006573866
2020-07-28,3,0.5569568746292867,0.0,0.4430431253707133,0.4430431253707133,2020-07-02,,0.2666666666666666,-0.10970979203737996
2020-07-29,3,0.5559798191738592,0.0,0.44402018082614086,0.44402018082614086,2020-07-02,,0.2666666666666666,-0.11068684749280744
2020-07-30,3,0.5598840236571212,0.0,0.44011597634287875,0.44011597634287875,2020-07-02,,0.2666666666666666,-0.10678264300954543
2020-07-31,3,0.5631517765193752,0.0,0.43684822348062474,0.43684822348062474,2020-07-02,,0.2666666666666666,-0.10351489014729143
2020-08-03,3,0.5520614527388237,0.0,0.44793854726117627,0.44793854726117627,2020-07-02,,0.2666666666666666,-0.11460521392784295
2020-08-04,3,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,2020-08-04,cap,0.2666666666666666,0.0
2020-08-05,3,0.6692715092095864,0.0,0.33072849079041367,0.33531931479694166,2020-08-04,,0.2666666666666666,0.0026048425429198163
2020-08-06,3,0.6756665124339059,0.0,0.3243334875660942,0.3409224335672597,2020-08-04,,0.2666666666666666,0.008999845767239223
2020-08-07,3,0.6730981596094074,0.0,0.3269018403905925,0.33921027550834015,2020-08-04,,0.2666666666666666,0.006431492942740813
2020-08-10,3,0.6738190729403271,0.0,0.32618092705967305,0.338786463818435,2020-08-04,,0.2666666666666666,0.007152406273660428
2020-08-11,3,0.6670866157862123,0.0,0.3329133842137876,0.33675656078032745,2020-08-04,,0.2666666666666666,0.0004199491195456817
