ticker,name,disclosed_at,fiscal_year,sector,hbm_massproduction,hbm_exposure,mem_ratio,process_confirmed,committee_ok,free_float,source,admin_issue,reviewer,judgment_status,audit_opinion
095340,ISC,2021-03-18,2020,기계장비 및 관련 물품 도매업,False,0.0,0.65,False,False,0.577,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20210318001205,False,노민수,FINAL,적정
095340,ISC,2022-03-23,2021,기계장비 및 관련 물품 도매업,False,0.0,0.55,False,False,0.6081,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20220323001372,False,노민수,FINAL,적정
095340,ISC,2023-03-23,2022,기계장비 및 관련 물품 도매업,False,0.0,0.45,False,False,0.5806,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230323001540,False,노민수,FINAL,적정
095340,ISC,2024-03-20,2023,기계장비 및 관련 물품 도매업,False,0.0,0.3,False,False,0.4765,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240320001457,False,노민수,FINAL,적정
095340,ISC,2025-03-17,2024,기계장비 및 관련 물품 도매업,False,0.05,0.2,False,False,0.4765,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250317000044,False,노민수,FINAL,적정
095340,ISC,2026-03-18,2025,기계장비 및 관련 물품 도매업,False,0.15,0.15,False,False,0.4765,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260318000018,False,노민수,FINAL,적정
102710,이엔에프테크놀로지,2020-03-30,2019,기타 화학제품 제조업,False,0.0,0.65,False,False,0.6426,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200330001383,False,노민수,FINAL,적정
102710,이엔에프테크놀로지,2021-03-22,2020,기타 화학제품 제조업,False,0.0,0.65,False,False,0.644,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20210322001056,False,노민수,FINAL,적정
102710,이엔에프테크놀로지,2022-03-21,2021,기타 화학제품 제조업,False,0.0,0.65,False,False,0.6435,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20220321001292,False,노민수,FINAL,적정
102710,이엔에프테크놀로지,2023-03-21,2022,기타 화학제품 제조업,False,0.0,0.65,False,False,0.6436,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230321001496,False,노민수,FINAL,적정
